surgery::n	for	toenail::n	nmod
bill::n	for	$::	nmod
record::n	of	reversal::n	nmod
get::v	from	bc::n	obl
turn::v	to	agency::n	obl
reversal::n	of	$::	nmod
bilk::v	for	money::n	obl
forget::v	for	example::n	obl
go::v	out	way::n	obl
go::v	of	way::n	obl
take::v	of	he::p	obl
leave::v	along	gift::n	obl
leave::v	with	gift::n	obl
eat::v	out	can::n	obl
eat::v	of	can::n	obl
ask::v	for	egg::n	obl
egg::n	on	enchilada::n	nmod
come::v	with	sauce::n	obl
chili::n	like	chili::n	nmod
have::v	on	it::p	obl
look::v	for	company::n	obl
company::n	with	rate::n	nmod
need::v	on	order::n	obl
ship::v	to	state::n	obl
do::v	with	problem::n	obl
work::v	with	i::p	obl
recommend::v	to	anyone::p	obl
do::v	at	rate::n	obl
customer::n	for	life::n	nmod
have::v	in	we::p	obl
home::n	to	lot::n	nmod
lot::n	of	we::p	nmod
we::p	out	work::v	acl:relcl
serious::a	out	work::v	advcl
work::v	in	atmosphere::n	obl
gym::n	into	step::v	acl:relcl
work::v	on	body::n	obl
go::v	to	unlimited::n	obl
arrive::v	at	230::c	obl
give::v	back	call::v	advcl
come::v	down	put::v	conj
offer::v	over	phone::n	obl
tell::v	at	point::n	obl
ammount::n	of	time::n	nmod
review::n	about	practice::n	nmod
practice::n	in	bellevue::n	nmod
bellevue::n	in	renton::n	conj
work::v	with	variety::n	obl
variety::n	of	problem::n	nmod
more::a	about	practice::n	obl
visit::v	at	www.veraakulov.com::	obl
provider::n	with	company::n	nmod
review::n	from	anyone::p	nmod
work::v	with	i::p	obl
work::v	in	setting::n	obl
be::v	in	service::n	obl
travel::v	down	24::n	obl
travel::v	from	nashville::n	obl
travel::v	with	child::n	obl
have::v	on	side::n	obl
side::n	of	murfreesboro::n	nmod
take::v	of	i::p	obl
answer::v	at	4:50::c	obl
answer::v	on	thursday::n	obl
tire::n	in	murfreesboro::n	nmod
track::v	within	minute::n	obl
come::v	off	take::v	conj
do::v	out	blow::v	advcl
bring::v	to	shop::n	obl
far::r	outside	murfreesboro::n	obl
far::r	of	murfreesboro::n	obl
have::v	on	way::n	xcomp
have::v	by	6:30::c	obl
thanks::n	for	all::d	nmod
all::d	of	help::n	nmod
away::r	from	family::n	obl
experience::n	without	doubt::n	nmod
same::a	as	price::n	obl
guy::n	in	nashville::n	nmod
price::n	on	put::v	acl
return::v	in	future::n	obl
store::n	by	far::r	obl
return::v	to	it::p	obl
verizon::n	to	go::v	acl
be::v	around	downtown::n	obl
awesome::a	with	renovation::n	obl
renovation::n	of	chair::n	nmod
recommend::v	to	everyone::p	obl
experience::n	with	dr.::n	nmod
demand::v	during	session::n	obl
enrol::v	in	program::n	obl
need::v	for	reason::n	obl
explain::v	during	session::n	obl
more::a	about	this::p	obl
one::c	of	service::n	nmod
arrive::v	on	time::n	obl
tow::v	for	i::p	obl
tow::v	to	destination::n	obl
work::v	for	towing::n	obl
tow::v	for	i::p	obl
satisfied::a	with	service::n	obl
look::v	for	service::n	obl
company::n	for	you::p	nmod
ask::v	for	spoon::n	obl
spoon::n	for	mac::n	nmod
ask::v	up	end::v	parataxis
ask::v	for	sauce::n	obl
check::v	with	we::p	obl
talk::v	with	other::n	obl
mean::v	to	i::p	obl
tell::v	as	californian::n	obl
base::v	in	brooklyn::n	obl
advertise::v	over	ny::n	obl
come::v	from	brooklyn::n	obl
back::r	from	destination::n	obl
total::v	for	start::n	obl
guess::v	in	agreement::n	parataxis
move::v	from	apartment::n	obl
take::v	for	guy::n	obl
take::v	from	pm::n	obl
1::c	of	instead::r	case
unload::v	on	destination::n	obl
repair::n	in	woodinville::n	nmod
appologize::v	off	take::v	advcl
do::v	on	sunday::n	obl
arrive::v	on	time::n	obl
arrive::v	at	am::n	obl
speak::v	with	dan::n	obl
size::v	for	door::n	obl
spread::v	to	neighbor::n	obl
thanks::n	for	responsiveness::n	nmod
sort::n	of	clothing::n	nmod
find::v	in	lot::n	obl
lot::n	of	store::n	nmod
baby::n	for	long::r	obl
place::n	for	lighting::n	nmod
lot::n	of	collection::n	nmod
have::v	for	chandelier::n	obl
recommend::v	for	lighting::n	obl
favorite::n	of	mine::p	nmod
riddled::a	with	mold::n	obl
difficulty::n	down	take::v	acl
experience::n	from	hell::n	nmod
call::v	out	college::n	obl
call::v	of	college::n	obl
get::v	over	phone::n	obl
charge::v	up	show::v	advcl
stylist::n	from	la::n	nmod
put::v	on	hair::n	obl
walk::v	with	crap::n	obl
crap::n	over	hair::n	nmod
pull::v	throughout	hair::n	obl
stylist::n	around	i::p	nmod
warning::n	as	price::n	nmod
price::n	to	as::i	case
fix::v	for	free::a	obl
look::v	like	crap::n	obl
experience::n	from	hell::n	nmod
work::v	on	cast::n	obl
cast::n	of	will::n	nmod
show::n	of	time::n	nmod
around::r	for	cast::n	obl
better::a	than	roll::n	obl
ahead::r	of	time::n	obl
go::v	up	pick::v	advcl
cut::v	on	time::n	obl
take::v	for	luna::n	obl
add::v	to	mix::n	obl
salty::a	for	i::p	obl
sandwich::v	between	layer::n	obl
layer::n	of	cheese::n	nmod
sandwich::v	for	32::c	obl
deal::v	to	hunger::n	obl
live::v	on	campus::n	obl
live::v	at	university::n	obl
deliciousness::n	of	luna::n	nmod
do::v	for	family::n	obl
do::v	in	time::n	obl
time::n	of	need::n	nmod
time::n	for	family::n	nmod
each::d	of	we::p	nmod
professional::a	in	position::n	obl
position::n	as	director::n	nmod
what::p	through	go::v	acl:relcl
see::v	in	time::n	obl
pass::v	in	sleep::n	obl
pass::v	after	struggle::n	obl
struggle::n	with	cancer::n	nmod
thank::v	for	help::n	obl
deal::n	in	town::n	nmod
buy::v	in	ny::n	obl
stop::v	by	jack::n	obl
have::v	on	week::n	obl
available::a	at	store::n	obl
love::v	for	item::n	obl
book::v	for	night::n	obl
night::n	at	hotel::n	nmod
book::v	in	oct::n	obl
activate::v	at	am::n	obl
activate::v	on	#::n	obl
activate::v	in	room::n	obl
experience::n	off	sound::v	csubj
check::v	for	sign::n	obl
sign::n	of	fire::n	nmod
decide::v	up	pack::v	xcomp
argue::v	with	i::p	obl
claim::v	off	go::v	ccomp
claim::v	up	make::v	advcl
deal::n	to	he::p	nmod
name::n	of	manager::n	nmod
press::v	for	it::p	obl
problem::n	with	staff::n	nmod
sleep::v	through	night::n	obl
best::a	in	area::n	obl
shop::n	around	area::n	nmod
best::a	by	far::r	obl
pleased::a	with	tattoo::n	obl
revive::v	from	they::p	obl
recommend::v	to	anyone::p	obl
agree::v	with	reviewer::n	obl
ask::v	about	price::n	obl
price::n	for	updo::n	nmod
stop::v	by	salon::n	obl
kind::n	of	service::n	nmod
waste::v	with	they::p	obl
one::c	of	place::n	nmod
go::v	to	mulberry::n	obl
get::v	out	hole::n	obl
get::v	of	hole::n	obl
start::v	from	desk::n	obl
short::r	of	that::p	obl
disgrace::n	as	member::n	obl
mark::n	at	ltd::n	nmod
deliverd::v	to	i::p	obl
owner::n	with	tint::n	nmod
assume::v	out	business::n	ccomp
assume::v	of	business::n	ccomp
do::v	out	place::n	obl
do::v	of	place::n	obl
maintain::v	for	hour::n	obl
satisfactory::a	for	sure::a	obl
satisfactory::a	with	sercvice::n	obl
experience::n	with	service::n	nmod
one::c	of	disappointment::n	nmod
rating::n	than	poor::n	nmod
order::v	on	august::n	obl
order::v	from	mart::n	obl
show::v	after	day::n	obl
show::v	at	home::n	obl
show::v	minus	piece::n	obl
leave::v	at	warehouse::n	obl
spend::v	on	suite::n	obl
complete::a	on	floor::n	obl
clear::a	upon	delivery::n	obl
piece::n	of	wood::n	nmod
broke::a	on	headboard::n	obl
chest::n	of	drawer::n	nmod
broke::a	in	push::v	conj
lean::v	into	wall::n	obl
complain::v	on	september::n	obl
complain::v	to	furnishings::n	obl
